date,filename
2021-05-29,./data/s2/20210529T103021_20210529T103421_T32TLT.tif
2021-06-13,./data/s2/20210613T102559_20210613T103528_T32TLT.tif
2021-06-18,./data/s2/20210618T103021_20210618T103022_T32TLT.tif
2021-07-18,./data/s2/20210718T103031_20210718T103025_T32TLT.tif
2021-07-23,./data/s2/20210723T102559_20210723T103037_T32TLT.tif
